activity	time	p	p_peak	p_smooth
Bowling	370.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	370.0	1.14427025444445e-5	0.035935613800087446	0.035935613800087446
Golfing	370.0	6.325195401956298e-5	0.026976024752883947	0.027093814891780626
Playing volleyball	370.0	1.0354604704257336e-5	0.021803140269116762	0.014535426846077842
Boating	370.0	3.3798999618070174e-5	0.05018269402124167	0.05018269402124167
Playing baseball	370.0	0.0	0.0	0.0
Running	375.0	0.0010969830285538968	0.7484548375216281	0.7273314349789018
Playing racquet sports	375.0	3.085691770316559e-5	0.06429110410471396	0.06429110410471396
Weightlifting/strength training	375.0	0.0010394349189780294	0.6495066614630687	0.6113333020621918
Hiking	375.0	2.7035036704610594e-5	0.053443955034251055	0.06327389373804054
Biking	375.0	1.2902508843543558e-4	0.15549097861907463	0.14896646320927606
Walking	375.0	0.0021691974278567655	0.4691642133981969	0.46267825641179616
Using cardiovascular equipment	375.0	0.0013002816523942737	0.975614213796697	0.9265109018798485
Participating in water sports	375.0	4.1981563207713546e-4	0.1310446192870468	0.13024207902558008
Playing basketball	375.0	5.675995997596307e-5	0.02715972125273296	0.02715972125273296
Working out, unspecified	375.0	0.003126726844643765	0.8993845103143076	0.8632684781085942
Skiing, ice skating, snowboarding	375.0	2.5916891117834984e-6	0.005367059317673581	0.01675490575825341
Doing yoga	375.0	2.0459401674245183e-4	0.4792309485958079	0.4469813658373459
Playing billiards	375.0	0.0	0.0	0.0
Fishing	375.0	3.640048058811752e-4	0.2177779198762646	0.20999659517592761
Dancing	375.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	375.0	6.1898168430279926e-6	0.006403172675502296	0.006403172675502296
Vehicle touring/racing	375.0	9.652597605663618e-6	0.02406688328641115	0.024066883286411146
Softball	375.0	3.238007742263523e-5	0.054375191313363665	0.0485299810457121
Playing soccer	375.0	5.298879451498621e-6	0.006582485530615996	0.006582485530615997
Doing aerobics	375.0	1.7271720031121856e-4	0.28237369823941305	0.2689171127809617
Hunting	375.0	6.998248224788588e-4	0.6439129890019228	0.6406211658294327
Participating in martial arts	375.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	375.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	375.0	1.14427025444445e-5	0.035935613800087446	0.035935613800087446
Golfing	375.0	6.408051825588407e-5	0.027329395169573986	0.029196317609558504
Playing volleyball	375.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	375.0	3.3798999618070174e-5	0.05018269402124167	0.05018269402124167
Playing baseball	375.0	0.0	0.0	0.0
Running	380.0	0.0010755478657071466	0.7338299518961293	0.7375755020253464
Playing racquet sports	380.0	3.085691770316559e-5	0.06429110410471396	0.05563710295998098
Weightlifting/strength training	380.0	9.974686819015416e-4	0.6232834222394753	0.6292473039976442
Hiking	380.0	4.1952687549727093e-05	0.08293377114561952	0.07413656406735508
Biking	380.0	1.2628158063598358e-4	0.15218471688533963	0.15941758212044277
Walking	380.0	0.0021436925013561567	0.4636478880394398	0.46367140769014964
Using cardiovascular equipment	380.0	0.0011540197045472218	0.8658724243971287	0.8809875682749843
Participating in water sports	380.0	4.3421959098287376e-4	0.1355407865728851	0.13513560026720903
Playing basketball	380.0	5.675995997596307e-5	0.02715972125273296	0.02715972125273296
Working out, unspecified	380.0	0.002905271399253498	0.8356841593706502	0.8424747503689624
Skiing, ice skating, snowboarding	380.0	1.9088855928735865e-5	0.039530598639413064	0.028142752198833238
Doing yoga	380.0	1.8473261955189102e-4	0.4327085899871868	0.422172815034739
Playing billiards	380.0	0.0	0.0	0.0
Fishing	380.0	3.904882167275753e-4	0.23362249673946198	0.23172728548591093
Dancing	380.0	1.9271226842844034e-6	0.002585123775292566	0.002585123775292566
Playing football	380.0	6.1898168430279926e-6	0.006403172675502296	0.006403172675502296
Vehicle touring/racing	380.0	9.652597605663618e-6	0.02406688328641115	0.024066883286411146
Softball	380.0	3.238007742263523e-5	0.054375191313363665	0.054375191313363665
Playing soccer	380.0	5.298879451498621e-6	0.006582485530615996	0.006582485530615997
Doing aerobics	380.0	1.6499512222668768e-4	0.26974894666346433	0.2715879707932287
Hunting	380.0	7.159109325492652e-4	0.6587139147252487	0.6590797667532878
Participating in martial arts	380.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	380.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	380.0	1.14427025444445e-5	0.035935613800087446	0.03727932529183394
Golfing	380.0	7.804146505194833e-5	0.03328353290621758	0.03152315712525689
Playing volleyball	380.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	380.0	3.3798999618070174e-5	0.05018269402124167	0.05018269402124167
Playing baseball	380.0	0.0	0.0	0.0
Running	385.0	0.0010705818525740438	0.7304417166582821	0.7712859888350394
Playing racquet sports	385.0	1.8396291703127105e-5	0.038329100670514996	0.05523121263262868
Weightlifting/strength training	385.0	9.841352548633658e-4	0.6149518282903884	0.6332853594990335
Hiking	385.0	4.351993331498841e-5	0.08603196602219469	0.09846680725797723
Biking	385.0	1.415433825636058e-4	0.17057705085691408	0.17926671140816444
Walking	385.0	0.002118513806680357	0.4582021216328124	0.4985332336826221
Using cardiovascular equipment	385.0	0.0010681933591536953	0.8014760666311274	0.8762778437737667
Participating in water sports	385.0	4.4472937523378414e-4	0.1388213949416952	0.13964001999364795
Playing basketball	385.0	5.675995997596307e-5	0.02715972125273296	0.027757786991077033
Working out, unspecified	385.0	0.00275463879855954	0.7923555814219292	0.8638800647746714
Skiing, ice skating, snowboarding	385.0	1.9088855928735865e-5	0.039530598639413064	0.039530598639413064
Doing yoga	385.0	1.5137737441600166e-4	0.3545789065212225	0.4674197949284749
Playing billiards	385.0	0.0	0.0	0.0
Fishing	385.0	4.0746837759099327e-4	0.24378143984200623	0.2528972472382238
Dancing	385.0	1.9271226842844034e-6	0.002585123775292566	0.0037380271398585
Playing football	385.0	6.1898168430279926e-6	0.006403172675502296	0.009094738501877435
Vehicle touring/racing	385.0	9.652597605663618e-6	0.02406688328641115	0.025890132020230175
Softball	385.0	3.238007742263523e-5	0.054375191313363665	0.054375191313363665
Playing soccer	385.0	5.298879451498621e-6	0.006582485530615996	0.006582485530615997
Doing aerobics	385.0	1.6064762648794283e-4	0.26264126747680877	0.2934988650858106
Hunting	385.0	7.331899009791818e-4	0.674612396532692	0.6817765513809434
Participating in martial arts	385.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	385.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	385.0	1.272630585155452e-5	0.039966748275326924	0.042740584935057224
Golfing	385.0	7.961950417635053e-5	0.03395654329997912	0.034305345612453755
Playing volleyball	385.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	385.0	3.3798999618070174e-5	0.05018269402124167	0.05181535118188541
Playing baseball	385.0	0.0	0.0	0.0
Running	390.0	0.00124520773121054	0.849586297950707	0.7721050961548149
Playing racquet sports	390.0	3.0272488896006464e-5	0.06307343312265709	0.061163463988742804
Weightlifting/strength training	390.0	0.0010588217681450297	0.6616208279672369	0.6164197991491146
Hiking	390.0	6.395796001384294e-5	0.12643468460611745	0.11242261230053809
Biking	390.0	1.78437003219034e-4	0.2150383664822396	0.18482682535201875
Walking	390.0	0.0026527521051766096	0.573749691375614	0.5115186324156854
Using cardiovascular equipment	390.0	0.00128145053573926	0.9614850402930442	0.8788911227461766
Participating in water sports	390.0	4.631068215563495e-4	0.14455787846636353	0.14084886120270582
Playing basketball	390.0	6.0509577329048595e-5	0.028953918467765183	0.027702517390450432
Working out, unspecified	390.0	0.003349974756085938	0.9636004535314346	0.8500581876920142
Skiing, ice skating, snowboarding	390.0	1.9088855928735865e-5	0.039530598639413064	0.0406103257906829
Doing yoga	390.0	2.6254474836182463e-4	0.6149718882770153	0.49720462987479913
Playing billiards	390.0	0.0	0.0	0.0
Fishing	390.0	4.70158374928132e-4	0.2812878051332033	0.2701087245932514
Dancing	390.0	4.505474538703494e-6	0.006043833868990368	0.004890930504424434
Playing football	390.0	1.3995462730084356e-5	0.014477870154627714	0.011786304328252575
Vehicle touring/racing	390.0	1.1846369788768986e-5	0.02953662948786823	0.027713380754049204
Softball	390.0	3.238007742263523e-5	0.054375191313363665	0.054375191313363665
Playing soccer	390.0	5.298879451498621e-6	0.006582485530615996	0.010325085074156639
Doing aerobics	390.0	2.1292337045516557e-4	0.34810638111715864	0.2990673775992523
Hunting	390.0	7.738275536437173e-4	0.7120033428848893	0.7109338725186585
Participating in martial arts	390.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	390.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	390.0	1.6659663910099346e-5	0.052319392729757296	0.04820184457828051
Golfing	390.0	8.36511028632903e-5	0.03567596063116457	0.03815811723706429
Playing volleyball	390.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	390.0	3.709787664083501e-5	0.0550806655031729	0.04980265243335714
Playing baseball	390.0	0.0	0.0	0.0
Running	395.0	0.0010791494731120768	0.7362872738554556	0.7719057226912769
Playing racquet sports	395.0	3.939858117772479e-5	0.08208785817305633	0.07991169805829706
Weightlifting/strength training	395.0	9.164965222795858e-4	0.5726867411897185	0.6042461892557774
Hiking	395.0	6.313164228798825e-5	0.1248011862733021	0.11909616919335136
Biking	395.0	1.401227860812407e-4	0.1688650587169025	0.18574186634858714
Walking	395.0	0.0023238078600752274	0.50260408423863	0.5227023811540098
Using cardiovascular equipment	395.0	0.0011644685028089508	0.8737122613143584	0.8877322464807081
Participating in water sports	395.0	4.458375522320088e-4	0.13916731020005874	0.14038425730644447
Playing basketball	395.0	5.64134431295351e-5	0.026993912450853162	0.03162018378302292
Working out, unspecified	395.0	0.00276111536713791	0.7942185281226788	0.8503102986876346
Skiing, ice skating, snowboarding	395.0	2.065301812781661e-5	0.04276978009322256	0.041690052941952736
Doing yoga	395.0	2.228799827649817e-4	0.5220630948261594	0.5635931554081386
Playing billiards	395.0	0.0	0.0	0.0
Fishing	395.0	4.767925648970964e-4	0.28525692880454484	0.286390378465642
Dancing	395.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	395.0	1.3995462730084356e-5	0.014477870154627714	0.014477870154627712
Vehicle touring/racing	395.0	1.1846369788768986e-5	0.02953662948786823	0.02953662948786823
Softball	395.0	3.238007742263523e-5	0.054375191313363665	0.054375191313363665
Playing soccer	395.0	1.4337220845892736e-5	0.01781028416123792	0.01406768461769728
Doing aerobics	395.0	1.7521326113852274e-4	0.2864544842037895	0.3082476067797381
Hunting	395.0	8.109782045456979e-4	0.7461858781383942	0.7421529331137622
Participating in martial arts	395.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	395.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	395.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	395.0	1.0514278956660161e-4	0.04484184778004918	0.043448788191028986
Playing volleyball	395.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	395.0	2.973222686545536e-5	0.04414459777565685	0.04778995368482886
Playing baseball	395.0	0.0	0.0	0.0
Running	400.0	0.001069705209275554	0.7298435962676679	0.7308824322257393
Playing racquet sports	400.0	4.539128846760964e-5	0.09457380287917777	0.09041182131047061
Weightlifting/strength training	400.0	9.256893175207948e-4	0.5784309986103771	0.5831187240605105
Hiking	400.0	5.364754393616458e-5	0.10605263670063454	0.11389115703400776
Biking	400.0	1.4382126221719368e-4	0.17332217384661927	0.17294985267195864
Walking	400.0	0.0022736391869043983	0.49175336784778545	0.5064908350327527
Using cardiovascular equipment	400.0	0.0011035432468941208	0.827999437834722	0.8541614058119843
Participating in water sports	400.0	4.4026414851706074e-4	0.13742758325291116	0.14214063220850567
Playing basketball	400.0	8.132205900183738e-5	0.03891272043045042	0.034939784437251334
Working out, unspecified	400.0	0.002757268204143457	0.7931119144087906	0.8064943844377468
Skiing, ice skating, snowboarding	400.0	2.065301812781661e-5	0.04276978009322256	0.042769780093222555
Doing yoga	400.0	2.364054499875398e-4	0.553744483121241	0.5625079728127007
Playing billiards	400.0	0.0	0.0	0.0
Fishing	400.0	4.891102666394056e-4	0.2926264014591779	0.29293096896649384
Dancing	400.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	400.0	1.3995462730084356e-5	0.014477870154627714	0.014477870154627712
Vehicle touring/racing	400.0	1.1846369788768986e-5	0.02953662948786823	0.02953662948786823
Softball	400.0	3.238007742263523e-5	0.054375191313363665	0.06076071513516789
Playing soccer	400.0	1.4337220845892736e-5	0.01781028416123792	0.01781028416123792
Doing aerobics	400.0	1.7749321259056037e-4	0.2901819550182661	0.31204243399134435
Hunting	400.0	8.349794622029259e-4	0.7682695783180028	0.7661939033860229
Participating in martial arts	400.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	400.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	400.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	400.0	1.1683535925266633e-4	0.0498285561618732	0.05455068971682161
Playing volleyball	400.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	400.0	2.973222686545536e-5	0.04414459777565685	0.047699861845580734
Playing baseball	400.0	0.0	0.0	0.0
Running	405.0	0.0010648286976599776	0.7265164265540947	0.6888491248738893
Playing racquet sports	405.0	4.539128846760964e-5	0.09457380287917777	0.09766919160496727
Weightlifting/strength training	405.0	9.573880506340254e-4	0.5982384323814359	0.5840748355132153
Hiking	405.0	5.6058973420188934e-5	0.11081964812808662	0.10923064431893592
Biking	405.0	1.4659289154350647e-4	0.17666232545235414	0.16571167488278482
Walking	405.0	0.002427888124867233	0.5251150530118429	0.5126157335488858
Using cardiovascular equipment	405.0	0.0011472226384012772	0.8607725182868723	0.815569358213616
Participating in water sports	405.0	4.7998703328159625e-4	0.1498270031725471	0.14494896849615616
Playing basketball	405.0	8.132205900183738e-5	0.03891272043045042	0.03847153105024404
Working out, unspecified	405.0	0.002892994253075531	0.832152710781771	0.7892167275882729
Skiing, ice skating, snowboarding	405.0	2.065301812781661e-5	0.04276978009322256	0.042769780093222555
Doing yoga	405.0	2.611548848727271e-4	0.6117163404907018	0.5799721169063168
Playing billiards	405.0	0.0	0.0	0.0
Fishing	405.0	5.029551760496166e-4	0.30090957663575874	0.3001955241269669
Dancing	405.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	405.0	1.3995462730084356e-5	0.014477870154627714	0.015381259742715698
Vehicle touring/racing	405.0	1.1846369788768986e-5	0.02953662948786823	0.02953662948786823
Softball	405.0	4.378769277478314e-5	0.07353176277877634	0.06714623895697212
Playing soccer	405.0	1.4337220845892736e-5	0.01781028416123792	0.01930852633417744
Doing aerobics	405.0	2.198868228135834e-4	0.35949086275197756	0.32517019536153274
Hunting	405.0	8.522129941008949e-4	0.784126253701672	0.7802493529428435
Participating in martial arts	405.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	405.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	405.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	405.0	1.617445548754232e-4	0.06898166520854242	0.06767160608188542
Playing volleyball	405.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	405.0	3.6915840935116424e-5	0.054810389985428504	0.05097814972872943
Playing baseball	405.0	0.0	0.0	0.01484912605618967
Running	410.0	8.94329404535914e-4	0.6101873517999051	0.645169943333704
Playing racquet sports	410.0	4.984824203067609e-5	0.10385996905654629	0.1062179466881729
Weightlifting/strength training	410.0	9.210868476265384e-4	0.5755550755478328	0.5760227232394147
Hiking	410.0	5.6058973420188934e-5	0.11081964812808662	0.11426725974052176
Biking	410.0	1.2210425141793787e-4	0.14715052534938103	0.16537649399888096
Walking	410.0	0.0024087639184935386	0.520978779787029	0.5175279365754061
Using cardiovascular equipment	410.0	0.001010164073729748	0.7579361185192534	0.7752350574764731
Participating in water sports	410.0	4.7282798068529723e-4	0.14759231906301024	0.1518615566497055
Playing basketball	410.0	7.855598957174547e-5	0.037589152289831285	0.03821685465043509
Working out, unspecified	410.0	0.0025809170886566166	0.7423855575742573	0.7634741651304847
Skiing, ice skating, snowboarding	410.0	2.065301812781661e-5	0.04276978009322256	0.042769780093222555
Doing yoga	410.0	2.452474408739661e-4	0.5744555271070075	0.5652494998278838
Playing billiards	410.0	0.0	0.0	0.0
Fishing	410.0	5.132195772292491e-4	0.307050594285964	0.31062701278991217
Dancing	410.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	410.0	1.6615327774278787e-5	0.01718803891889167	0.016284649330803685
Vehicle touring/racing	410.0	1.1846369788768986e-5	0.02953662948786823	0.02953662948786823
Softball	410.0	4.378769277478314e-5	0.07353176277877634	0.07353176277877634
Playing soccer	410.0	1.795546108051194e-5	0.02230501068005647	0.020806768507116952
Doing aerobics	410.0	1.9930251099801506e-4	0.32583776831435457	0.3309905482366106
Hunting	410.0	8.568059141538347e-4	0.7883522268088559	0.7863276076190088
Participating in martial arts	410.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	410.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	410.0	1.6659663910099346e-5	0.052319392729757296	0.052319392729757296
Golfing	410.0	1.974384787446919e-4	0.08420459687524068	0.08267492903196251
Playing volleyball	410.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	410.0	3.6356194733555394e-5	0.05397946142510294	0.055766960541559434
Playing baseball	410.0	2.0796960295838886e-5	0.04454737816856901	0.02969825211237934
Running	415.0	8.776482469234735e-4	0.5988060516471121	0.7226629128932824
Playing racquet sports	415.0	5.770037395029245e-5	0.12022006812879464	0.12327488604400627
Weightlifting/strength training	415.0	8.870308379446199e-4	0.5542746617889754	0.5853792667702059
Hiking	415.0	6.129097616544002e-5	0.12116248296539203	0.12653022160691008
Biking	415.0	1.4298687149745602e-4	0.17231663119490773	0.20687106560356586
Walking	415.0	0.0023417744231347512	0.5064899769273462	0.5867416187042261
Using cardiovascular equipment	415.0	9.422726837893835e-4	0.7069965356232935	0.7652648409524477
Participating in water sports	415.0	5.066998231924441e-4	0.1581653477135592	0.1595262015920418
Playing basketball	415.0	7.97253464886126e-5	0.03814869123102356	0.038124774479939144
Working out, unspecified	415.0	0.002488784724062541	0.7158842270354258	0.802942533604504
Skiing, ice skating, snowboarding	415.0	2.065301812781661e-5	0.04276978009322256	0.049251160780148316
Doing yoga	415.0	2.1754924272131339e-4	0.5095766318859422	0.5967732349980479
Playing billiards	415.0	0.0	0.0	4.502731030443783e-4
Fishing	415.0	5.414173876914088e-4	0.32392086744801374	0.3344658090343055
Dancing	415.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	415.0	1.6615327774278787e-5	0.01718803891889167	0.01718803891889167
Vehicle touring/racing	415.0	1.1846369788768986e-5	0.02953662948786823	0.04208538904810396
Softball	415.0	4.378769277478314e-5	0.07353176277877634	0.0762382871896078
Playing soccer	415.0	1.795546108051194e-5	0.02230501068005647	0.02418065513752991
Doing aerobics	415.0	1.8817347487781982e-4	0.3076430136434996	0.3365040091818166
Hunting	415.0	8.547975753908051e-4	0.7865043423464982	0.8088001842159126
Participating in martial arts	415.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	415.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	415.0	1.6659663910099346e-5	0.052319392729757296	0.05507866313990913
Golfing	415.0	2.2237235019987496e-4	0.09483852501210445	0.10242597026883578
Playing volleyball	415.0	1.0354604704257336e-5	0.021803140269116762	0.021803140269116766
Boating	415.0	3.9408292568424964e-5	0.05851103021414685	0.05700050728446555
Playing baseball	415.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	420.0	0.0014055645771444021	0.9589953352328301	0.8019498701887203
Playing racquet sports	420.0	6.995104278977466e-5	0.14574462094667787	0.14008579824166187
Weightlifting/strength training	420.0	0.0010023091514196655	0.6263080629738096	0.556660773363073
Hiking	420.0	7.466891484121092e-5	0.1476085337272516	0.1390999804860972
Biking	420.0	2.4988841682284016e-4	0.3011460402664089	0.2581499711869994
Walking	420.0	0.0033879238882017944	0.7327560993983032	0.621400341720248
Using cardiovascular equipment	420.0	0.0011073582449763267	0.8308618687147961	0.7298322552081925
Participating in water sports	420.0	5.536505941043135e-4	0.172820937999556	0.16822668122084453
Playing basketball	420.0	8.074475556672899e-5	0.03863647991896259	0.03557235261431855
Working out, unspecified	420.0	0.0033046317867669248	0.950557816203829	0.8187044225097929
Skiing, ice skating, snowboarding	420.0	3.0042363071507586e-5	0.06221392215399982	0.05394352169451621
Doing yoga	420.0	3.0152936999365066e-4	0.7062875460011941	0.5509460644454872
Playing billiards	420.0	1.1073617924814487e-6	0.001350819309133135	9.005462060887566e-4
Fishing	420.0	6.224912117181302e-4	0.37242596536893874	0.36350057973338007
Dancing	420.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	420.0	1.6615327774278787e-5	0.01718803891889167	0.02205809107522061
Vehicle touring/racing	420.0	2.69453078245352e-5	0.06718290816857542	0.054634148608339685
Softball	420.0	4.862284651965484e-5	0.08165133601127074	0.07894481160043927
Playing soccer	420.0	2.2485124151306354e-5	0.027931944052476787	0.026056299595003347
Doing aerobics	420.0	2.3000394290393088e-4	0.3760312455875956	0.3237780467896825
Hunting	420.0	9.254846963161949e-4	0.8515439834923839	0.8265448823949525
Participating in martial arts	420.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	420.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	420.0	1.929550400333115e-5	0.06059720396021281	0.05418831410965933
Golfing	420.0	3.0067814093164615e-4	0.12823478891916223	0.12126218469688765
Playing volleyball	420.0	1.0354604704257336e-5	0.021803140269116762	0.02361019808459534
Boating	420.0	3.9408292568424964e-5	0.05851103021414685	0.056721544218384136
Playing baseball	420.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	425.0	0.001242953431712141	0.8480482236862187	0.8890605499978762
Playing racquet sports	425.0	7.405374953074874e-5	0.1542927056495131	0.15395943518993585
Weightlifting/strength training	425.0	7.832083316437807e-4	0.48939959532643357	0.5290613266285985
Hiking	425.0	7.5134501744158e-5	0.14852892476564794	0.14822212775284915
Biking	425.0	2.497566474579075e-4	0.3009872420996815	0.3061713762530766
Walking	425.0	0.0028895014343066554	0.6249549488350946	0.6700890010075513
Using cardiovascular equipment	425.0	8.684922720423367e-4	0.651638361286488	0.7228169965812917
Participating in water sports	425.0	5.564467673538109e-4	0.17369375794941838	0.16918431247350588
Playing basketball	425.0	6.255339202080561e-5	0.029931886692969503	0.032078030169336295
Working out, unspecified	425.0	0.002745306581461768	0.7896712242901239	0.8393067125935656
Skiing, ice skating, snowboarding	425.0	2.745067395972409e-5	0.05684686283632624	0.0586358826088841
Doing yoga	425.0	1.8655362157809878e-4	0.43697401544932524	0.5247650828360932
Playing billiards	425.0	1.1073617924814487e-6	0.001350819309133135	0.0013508193091331347
Fishing	425.0	6.588100403688452e-4	0.39415490638318773	0.39708754433198673
Dancing	425.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	425.0	3.0738668994951846e-5	0.03179819538787848	0.03377595819662538
Vehicle touring/racing	425.0	2.69453078245352e-5	0.06718290816857542	0.06718290816857542
Softball	425.0	4.862284651965484e-5	0.08165133601127074	0.08165133601127074
Playing soccer	425.0	2.2485124151306354e-5	0.027931944052476787	0.027931944052476787
Doing aerobics	425.0	1.7595055637894503e-4	0.2876598811379525	0.3217437961795253
Hunting	425.0	9.146623969326769e-4	0.8415863213459756	0.847451027032143
Participating in martial arts	425.0	1.9302159030625817e-6	0.0063349024494187755	0.0063349024494187755
Bowling	425.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	425.0	1.5809142822253763e-5	0.049648345639007906	0.05329796507940954
Golfing	425.0	3.299369524619945e-4	0.1407132401593963	0.14463176670674183
Playing volleyball	425.0	1.292919292311909e-5	0.027224313715552485	0.025417255900073914
Boating	425.0	3.579253392889929e-5	0.0531425722268587	0.05493205822262142
Playing baseball	425.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	430.0	0.0012606731105459573	0.8601380910745797	0.8583140844102856
Playing racquet sports	430.0	7.767659054439036e-5	0.1618409789736166	0.1599494964925702
Weightlifting/strength training	430.0	7.54524905138642e-4	0.47147632158555236	0.49083575152598846
Hiking	430.0	7.5134501744158e-5	0.14852892476564794	0.14852892476564794
Biking	430.0	2.625301290639964e-4	0.3163808463931394	0.3255166486857632
Walking	430.0	0.0030171156670469735	0.6525559547892559	0.6554581965099908
Using cardiovascular equipment	430.0	9.14223239807234e-4	0.6859507597425911	0.6726792517465895
Participating in water sports	430.0	5.159034495256755e-4	0.1610382414715433	0.1596049890989408
Playing basketball	430.0	5.7817433633982955e-5	0.027665723896076803	0.027777878271268954
Working out, unspecified	430.0	0.0027036574488892946	0.777691097286744	0.7736861323203524
Skiing, ice skating, snowboarding	430.0	2.745067395972409e-5	0.05684686283632624	0.05684686283632625
Doing yoga	430.0	1.840175674063877e-4	0.43103368705776046	0.47074831540244694
Playing billiards	430.0	1.1073617924814487e-6	0.001350819309133135	0.0013508193091331347
Fishing	430.0	7.098341381471037e-4	0.4246817612438337	0.41884498105174933
Dancing	430.0	4.505474538703494e-6	0.006043833868990368	0.006043833868990368
Playing football	430.0	5.059759950806995e-5	0.052341640283105985	0.04679684522701138
Vehicle touring/racing	430.0	2.69453078245352e-5	0.06718290816857542	0.06718290816857542
Softball	430.0	4.862284651965484e-5	0.08165133601127074	0.08165133601127074
Playing soccer	430.0	2.2485124151306354e-5	0.027931944052476787	0.032219582364494216
Doing aerobics	430.0	1.844406547995859e-4	0.30154026181302784	0.29783637059138107
Hunting	430.0	9.229619355264045e-4	0.8492227762580694	0.8473799870351906
Participating in martial arts	430.0	1.9302159030625817e-6	0.0063349024494187755	0.013108615817802418
Bowling	430.0	8.77508873242147e-6	0.007118593179531835	0.007118593179531836
Rollerblading	430.0	1.5809142822253763e-5	0.049648345639007906	0.05437705897318242
Golfing	430.0	3.8675962448709265e-4	0.16494727104166698	0.16387880463160845
Playing volleyball	430.0	1.292919292311909e-5	0.027224313715552485	0.02722431371555249
Boating	430.0	3.579253392889929e-5	0.0531425722268587	0.0531425722268587
Playing baseball	430.0	2.0796960295838886e-5	0.04454737816856901	0.04454737816856901
Running	435.0	0.0012703726487337773	0.8667559384700584	0.8603914745331368
Playing racquet sports	435.0	7.857594500103187e-5	0.1637148048545809	0.1707927124956203
Weightlifting/strength training	435.0	8.187867955280348e-4	0.5116313376659795	0.4827559446318365
Hiking	435.0	7.5134501744158e-5	0.14852892476564794	0.14630382735767009
Biking	435.0	2.9804604323825694e-4	0.35918185756446874	0.351378691359511
Walking	435.0	0.003184985753255129	0.6888636859056221	0.6765749857351784
Using cardiovascular equipment	435.0	9.068901026131168e-4	0.6804486342106894	0.6747082710399219
Participating in water sports	435.0	4.615853940393956e-4	0.14408296787586075	0.14670914357114884
Playing basketball	435.0	5.378463539241345e-5	0.025736024224760554	0.025808691656074637
Working out, unspecified	435.0	0.002620238312513115	0.7536960753841894	0.7551889817921001
Skiing, ice skating, snowboarding	435.0	2.745067395972409e-5	0.05684686283632624	0.060596886120837794
Doing yoga	435.0	2.3234660465008586e-4	0.544237243700255	0.48836401072386293
